method,domain,trial,success,Ds_final,Ds_peak_rate,failure_mode
DSF,Prosthetic,27,1,1.6174236159746147,0.859460696624468,
DSF,Prosthetic,28,1,1.6263121459049275,0.5727876230914715,
DSF,Prosthetic,29,0,1.6952432133046689,0.8073899360472232,F3
DynamicFractal,Fruit,0,1,1.4054638819030925,0.9021145935116285,
DynamicFractal,Fruit,1,1,1.4761728353202799,1.1686768281923678,
DynamicFractal,Fruit,2,1,1.6039792757318498,0.5904611534593222,
DynamicFractal,Fruit,3,1,1.5290029539562047,1.2384042949053744,
DynamicFractal,Fruit,4,1,1.4435672696714672,0.9239689743696907,
DynamicFractal,Fruit,5,1,1.4833439643168747,1.4676987024066341,
DynamicFractal,Fruit,6,0,1.4894451858858897,0.6788952883997945,F2
DynamicFractal,Fruit,7,0,1.4365389855296649,1.027649439675049,F2
DynamicFractal,Fruit,8,0,1.4121456318683314,1.262310007592444,F1
DynamicFractal,Fruit,9,1,1.4334609342588476,1.0681422197261636,
DynamicFractal,Fruit,10,1,1.4274739357036703,1.484479280561618,
DynamicFractal,Fruit,11,1,1.4758047685615907,0.8857804070547023,
DynamicFractal,Fruit,12,1,1.4857916291735147,0.8184200010300783,
DynamicFractal,Fruit,13,1,1.508134090623569,0.8722182209566149,
DynamicFractal,Fruit,14,1,1.589850856762469,0.7623922821780352,
DynamicFractal,Fruit,15,1,1.4380124256070588,1.4462991642096843,
DynamicFractal,Fruit,16,1,1.4424524875932316,1.204440057149061,
DynamicFractal,Fruit,17,1,1.3226631489456075,0.8271912524998271,
DynamicFractal,Fruit,18,1,1.460447818791435,0.8790086803139573,
DynamicFractal,Fruit,19,0,1.4281035051791797,1.3004909922311532,F2
DynamicFractal,Fruit,20,1,1.4628939681614694,0.7124432069779576,
DynamicFractal,Fruit,21,1,1.3523029409094092,1.1573846566424555,
DynamicFractal,Fruit,22,1,1.6050322093463718,0.7273884170653744,
DynamicFractal,Fruit,23,1,1.4697657452920176,0.9460515739689169,
DynamicFractal,Fruit,24,1,1.4434432986613743,1.0192763079291272,
DynamicFractal,Fruit,25,1,1.6051253195675819,0.4979057171303204,
DynamicFractal,Fruit,26,1,1.508922669187439,0.7433063333293219,
DynamicFractal,Fruit,27,0,1.5301478511921889,0.6816851663162018,F3
DynamicFractal,Fruit,28,0,1.4366930847047632,0.6687593725904826,F3
DynamicFractal,Fruit,29,0,1.4134024620001338,1.4741406096025826,F1
DynamicFractal,Medical,0,1,1.650532853145309,1.190455206597093,
DynamicFractal,Medical,1,1,1.478701818330957,0.9708612962666078,
DynamicFractal,Medical,2,1,1.4432583162797645,1.3402330025365354,
DynamicFractal,Medical,3,1,1.589752309714774,1.2619818094009756,
DynamicFractal,Medical,4,1,1.4708943969304438,0.9620162625286411,
DynamicFractal,Medical,5,1,1.5270383411410178,0.8296868702002438,
DynamicFractal,Medical,6,1,1.7504174898771223,1.4381738643165565,
DynamicFractal,Medical,7,1,1.5456955664143053,1.3608762032770723,
DynamicFractal,Medical,8,1,1.4737304297022127,0.7662560085966127,
DynamicFractal,Medical,9,1,1.2695902549460873,0.8942392521209505,
DynamicFractal,Medical,10,1,1.5683730544755368,0.7056939344725577,
DynamicFractal,Medical,11,0,1.5352037798062779,0.9031168994130809,F1
DynamicFractal,Medical,12,0,1.6458410787441626,0.6553893309200706,F3
DynamicFractal,Medical,13,1,1.553282235012822,1.0841130560314793,
DynamicFractal,Medical,14,1,1.558381356571015,1.1222172753699144,
DynamicFractal,Medical,15,0,1.3914657424027281,1.3348886116215217,F1
DynamicFractal,Medical,16,1,1.5296123997085787,1.0201676370963784,
DynamicFractal,Medical,17,1,1.4077767600803657,1.2310644113193858,
DynamicFractal,Medical,18,1,1.348945411063047,0.9388953423717743,
DynamicFractal,Medical,19,1,1.4082239577484221,0.7977900188153297,
DynamicFractal,Medical,20,0,1.4683588496884836,0.8559985538136883,F2
DynamicFractal,Medical,21,1,1.7515780522157929,1.3608969044214727,
DynamicFractal,Medical,22,1,1.5716282315433463,1.1191320191853096,
DynamicFractal,Medical,23,1,1.5909069723118476,1.1917774042194078,
DynamicFractal,Medical,24,1,1.6003799557544844,0.7795766105501671,
DynamicFractal,Medical,25,1,1.6154018180396874,1.0910500859441352,
DynamicFractal,Medical,26,0,1.3657031493598233,1.0630619669557035,F1
DynamicFractal,Medical,27,0,1.4965831721699057,0.8528597023129665,F2
DynamicFractal,Medical,28,1,1.6123179721209644,0.9858271675369195,
DynamicFractal,Medical,29,1,1.5219974865338683,0.8444781671935817,
DynamicFractal,Warehouse,0,1,1.3658828528951312,1.0927229133590737,
DynamicFractal,Warehouse,1,1,1.4256933613347995,0.7109145001434494,
DynamicFractal,Warehouse,2,1,1.5271281140407162,0.8281342431369245,
DynamicFractal,Warehouse,3,1,1.6362038900437441,0.7094836350771998,
DynamicFractal,Warehouse,4,1,1.6537006189377923,0.8079548942515483,
DynamicFractal,Warehouse,5,0,1.561468226026325,0.6137392477923976,F3
DynamicFractal,Warehouse,6,1,1.4112291439629983,1.0864386908411514,
DynamicFractal,Warehouse,7,1,1.486803536327451,1.118013923876225,
DynamicFractal,Warehouse,8,1,1.4084990766232373,1.2145606574894747,
DynamicFractal,Warehouse,9,1,1.3789384226523387,0.7149309059715601,
DynamicFractal,Warehouse,10,0,1.4077772452505182,1.2660967343349423,F1
DynamicFractal,Warehouse,11,1,1.5301046999977292,0.7990948010978565,
DynamicFractal,Warehouse,12,1,1.5166655797247395,0.7169177710953283,
DynamicFractal,Warehouse,13,1,1.5324343938746017,0.415950256560466,
DynamicFractal,Warehouse,14,1,1.564300346857027,0.9963741524064111,
DynamicFractal,Warehouse,15,0,1.3329178137677193,1.0847700223884098,F2
DynamicFractal,Warehouse,16,1,1.4161435899626322,1.0244726418929455,
DynamicFractal,Warehouse,17,1,1.5299244584511442,0.8184894717751647,
DynamicFractal,Warehouse,18,1,1.5432711849344358,1.0512180620446565,
DynamicFractal,Warehouse,19,1,1.4223701162887579,0.6350064002469089,
DynamicFractal,Warehouse,20,0,1.4363384207110086,0.7473929971711749,F2
DynamicFractal,Warehouse,21,1,1.214069624740211,0.7304382322643239,
DynamicFractal,Warehouse,22,0,1.5466252913065885,0.9356589178093684,F2
DynamicFractal,Warehouse,23,1,1.3904579696958035,0.6151387376584834,
DynamicFractal,Warehouse,24,1,1.5148410257762839,0.900884020736062,
DynamicFractal,Warehouse,25,1,1.5647068792214258,1.0073016241832213,
DynamicFractal,Warehouse,26,1,1.4657701243044727,1.1216611126986535,
DynamicFractal,Warehouse,27,0,1.5380138690245249,0.9425052116491482,F3
DynamicFractal,Warehouse,28,0,1.5896077276899048,1.2547119292547801,F2
DynamicFractal,Warehouse,29,0,1.4292569383563174,1.1944843502607914,F2
DynamicFractal,Prosthetic,0,1,1.6221532720804632,1.061806590583049,
DynamicFractal,Prosthetic,1,1,1.427386714390795,0.9559075791281715,
DynamicFractal,Prosthetic,2,1,1.5934682612541944,1.3998047024108722,
DynamicFractal,Prosthetic,3,1,1.6503684758046373,1.021270090729356,
DynamicFractal,Prosthetic,4,1,1.3843093292422957,1.5155692546955721,
DynamicFractal,Prosthetic,5,0,1.4504457707192726,0.8945951628758516,F2
DynamicFractal,Prosthetic,6,1,1.5426706966973418,1.554118011193803,
DynamicFractal,Prosthetic,7,0,1.4719847246697366,1.0233845731559006,F2
DynamicFractal,Prosthetic,8,1,1.3380683274494956,0.5303449363901831,
DynamicFractal,Prosthetic,9,1,1.1889966416019155,1.273040185964367,
DynamicFractal,Prosthetic,10,1,1.6104691536360032,1.0087980943770147,
DynamicFractal,Prosthetic,11,0,1.5648891690489823,1.1991632971974318,F1
DynamicFractal,Prosthetic,12,0,1.5898409766776507,0.7332550046668329,F1
DynamicFractal,Prosthetic,13,1,1.4506171170819906,0.8886428968596738,
DynamicFractal,Prosthetic,14,1,1.5815824100009783,0.8902783244477719,
DynamicFractal,Prosthetic,15,0,1.5264876993018686,0.8269274814730045,F3
DynamicFractal,Prosthetic,16,0,1.8188705789475268,0.7652117628061079,F3
DynamicFractal,Prosthetic,17,1,1.4637450085511814,1.2439744984190906,
DynamicFractal,Prosthetic,18,1,1.3941006996285226,1.027857827680106,
DynamicFractal,Prosthetic,19,1,1.4721232162917002,1.4042605951029028,
DynamicFractal,Prosthetic,20,1,1.713663291680883,0.7345987009211246,
DynamicFractal,Prosthetic,21,1,1.4227729874930464,1.04990363007663,
DynamicFractal,Prosthetic,22,1,1.6829040999098646,0.8307740128982078,
DynamicFractal,Prosthetic,23,1,1.7202835708408546,1.2486521641712387,
DynamicFractal,Prosthetic,24,1,1.6021257702298382,0.9095492834835621,
DynamicFractal,Prosthetic,25,1,1.47432340834546,1.2697883837915807,
DynamicFractal,Prosthetic,26,0,1.444637568434087,1.0726823587846606,F2
DynamicFractal,Prosthetic,27,0,1.5592864965377595,1.3316611382199133,F1
DynamicFractal,Prosthetic,28,1,1.4857027306923527,0.7459413528058138,
DynamicFractal,Prosthetic,29,1,1.3681204219892007,0.9253736945692731,
FuzzyFractal,Fruit,0,1,1.510676342867103,1.25421950334185,
FuzzyFractal,Fruit,1,1,1.4152983333420623,1.3381657023730344,
FuzzyFractal,Fruit,2,0,1.3873866608974796,0.5212957195257936,F2
FuzzyFractal,Fruit,3,1,1.5274540204637348,0.8224186458042755,
FuzzyFractal,Fruit,4,1,1.5936790351825938,1.4791818824690253,
FuzzyFractal,Fruit,5,1,1.4336333668157109,0.9688026333913994,
FuzzyFractal,Fruit,6,1,1.5585835770622736,0.5785491147166633,
FuzzyFractal,Fruit,7,1,1.485688849904126,0.6091696468766021,
FuzzyFractal,Fruit,8,0,1.5162160549357278,1.482573849105472,F1
FuzzyFractal,Fruit,9,1,1.6310679074542889,0.8987123809434497,
FuzzyFractal,Fruit,10,0,1.5614921414725127,0.9274190000591411,F1
FuzzyFractal,Fruit,11,1,1.4293095691362296,0.9271306269794001,
FuzzyFractal,Fruit,12,1,1.3487033495981935,1.1329128085117366,
FuzzyFractal,Fruit,13,0,1.388601904575576,1.0278210717372545,F1
FuzzyFractal,Fruit,14,1,1.4531145245021038,1.2916267823593464,
FuzzyFractal,Fruit,15,1,1.4134833626121945,0.9695417706633599,
FuzzyFractal,Fruit,16,1,1.3878281080584784,1.2366870064506008,
FuzzyFractal,Fruit,17,0,1.5510303012015054,1.397892578882422,F3
FuzzyFractal,Fruit,18,1,1.446932497165448,0.546318656357015,
FuzzyFractal,Fruit,19,0,1.503628478649405,1.4200321241506986,F2
FuzzyFractal,Fruit,20,0,1.6174689850138493,0.7347680191451738,F3
FuzzyFractal,Fruit,21,1,1.47693944946933,0.7507052726584496,
FuzzyFractal,Fruit,22,1,1.4024732241491438,0.5892123916400058,
FuzzyFractal,Fruit,23,1,1.6025768736131987,1.1962078969640766,
FuzzyFractal,Fruit,24,1,1.5979970599993005,1.2630270972852111,
FuzzyFractal,Fruit,25,1,1.5726026513269162,1.263022818635307,
FuzzyFractal,Fruit,26,0,1.4612760635768,1.1026276483877735,F1
FuzzyFractal,Fruit,27,1,1.6466166739314019,0.8843960914979413,
FuzzyFractal,Fruit,28,1,1.7203187285067016,0.8905124486914993,
FuzzyFractal,Fruit,29,1,1.6951544217585535,1.1700840695170989,
FuzzyFractal,Medical,0,1,1.5097563627721107,0.9226935878589554,
FuzzyFractal,Medical,1,0,1.5156585294374607,0.935307334061048,F1
FuzzyFractal,Medical,2,1,1.5163375547664757,0.6519020198863127,
FuzzyFractal,Medical,3,1,1.4106701918432334,0.6135495732009063,
FuzzyFractal,Medical,4,1,1.4801302330487762,1.0573436506029845,
FuzzyFractal,Medical,5,1,1.4841103659427335,1.0120746578668964,
FuzzyFractal,Medical,6,1,1.390761064158074,0.7417370289371972,
FuzzyFractal,Medical,7,0,1.4309381366544227,0.9209102802512995,F1
FuzzyFractal,Medical,8,1,1.5906375979727865,0.8745687623728687,
FuzzyFractal,Medical,9,1,1.6059632648863755,0.8785012988079414,
FuzzyFractal,Medical,10,1,1.6235317993733158,0.6916852900522954,
FuzzyFractal,Medical,11,1,1.5919158013150996,0.9498373274671047,
FuzzyFractal,Medical,12,1,1.4786857660327373,0.9512893627704067,
FuzzyFractal,Medical,13,0,1.450641768039678,1.0920952951479335,F1
FuzzyFractal,Medical,14,1,1.5012586989480732,0.889728431369246,
FuzzyFractal,Medical,15,0,1.514142923279651,0.7088883075823063,F1
FuzzyFractal,Medical,16,1,1.7025846140317653,1.2371783035904915,
FuzzyFractal,Medical,17,1,1.5919302121179226,0.9872268748452881,
FuzzyFractal,Medical,18,1,1.4595856153454563,1.410684142121762,
FuzzyFractal,Medical,19,1,1.4977789006859463,1.1388345064483634,
FuzzyFractal,Medical,20,1,1.392285729202089,0.35653633793977535,
FuzzyFractal,Medical,21,1,1.5211329482765577,1.1820229349586273,
FuzzyFractal,Medical,22,1,1.3894609047667523,0.8370597151317263,
FuzzyFractal,Medical,23,1,1.4510366342845262,0.6997127950018284,
FuzzyFractal,Medical,24,1,1.5281683168351492,1.1754207237807202,
FuzzyFractal,Medical,25,1,1.610925428034392,0.3252695281710438,
FuzzyFractal,Medical,26,1,1.543823138285299,1.1644506213915746,
FuzzyFractal,Medical,27,1,1.4883637160292238,1.2442406401440653,
FuzzyFractal,Medical,28,1,1.546491139262734,1.2517645880341752,
FuzzyFractal,Medical,29,0,1.557005235342619,0.817601464816434,F2
FuzzyFractal,Warehouse,0,1,1.4860318448211234,0.7322947817664653,
FuzzyFractal,Warehouse,1,1,1.539461509752563,0.7422403094183165,
FuzzyFractal,Warehouse,2,1,1.4310698364711623,0.9882433296506951,
FuzzyFractal,Warehouse,3,0,1.3913368653353366,0.9543529346735191,F3
FuzzyFractal,Warehouse,4,1,1.5512556718638302,1.2089807283438705,
FuzzyFractal,Warehouse,5,1,1.5495383104445615,1.0492908612847835,
FuzzyFractal,Warehouse,6,1,1.5158664060211189,0.9351579428622213,
FuzzyFractal,Warehouse,7,1,1.2578932150567514,1.3903467565558736,
FuzzyFractal,Warehouse,8,0,1.5323840022957476,1.461582812342247,F2
FuzzyFractal,Warehouse,9,1,1.384801112940783,0.7167288440620451,
FuzzyFractal,Warehouse,10,1,1.6011348063435797,0.866516631137289,
FuzzyFractal,Warehouse,11,1,1.556503130581868,0.942467925339846,
FuzzyFractal,Warehouse,12,1,1.4957227975684309,0.7926169697725485,
FuzzyFractal,Warehouse,13,1,1.4110918250016011,0.9879077021438897,
FuzzyFractal,Warehouse,14,1,1.5540203541885833,1.2887050036449486,
FuzzyFractal,Warehouse,15,1,1.1825914587576127,1.0383513644506588,
FuzzyFractal,Warehouse,16,1,1.4631991606212464,0.8909284358141076,
FuzzyFractal,Warehouse,17,0,1.5889421956287382,1.5972723569566336,F1
FuzzyFractal,Warehouse,18,1,1.417774203125347,1.1303591482741648,
FuzzyFractal,Warehouse,19,0,1.3866178137447511,1.3277221670349504,F2
FuzzyFractal,Warehouse,20,1,1.492379795969247,1.2661385937575722,
FuzzyFractal,Warehouse,21,0,1.2027241107368394,1.250233641535774,F3
FuzzyFractal,Warehouse,22,0,1.4842638443460376,0.679717549550257,F2
FuzzyFractal,Warehouse,23,1,1.531235816047888,0.6392466143614179,
FuzzyFractal,Warehouse,24,0,1.462707256722376,1.108249327063818,F1
FuzzyFractal,Warehouse,25,1,1.536597472484925,1.5812145801528006,
FuzzyFractal,Warehouse,26,1,1.3310723489860514,0.8739960367145753,
FuzzyFractal,Warehouse,27,0,1.499962991020191,1.4544465669737148,F2
FuzzyFractal,Warehouse,28,0,1.5451324280740757,0.9982242545479576,F1
FuzzyFractal,Warehouse,29,1,1.5470826472621553,0.8128314220367924,
FuzzyFractal,Prosthetic,0,1,1.5987167944444458,0.768688309800267,
FuzzyFractal,Prosthetic,1,1,1.2910329935085516,1.1600002997918062,
FuzzyFractal,Prosthetic,2,1,1.5406611467676004,1.3032057217094806,
FuzzyFractal,Prosthetic,3,1,1.4188937861655524,0.9943741033845253,
FuzzyFractal,Prosthetic,4,1,1.4846099372464976,0.9395794772388338,
FuzzyFractal,Prosthetic,5,0,1.6705402487012124,0.8428582082465212,F1
FuzzyFractal,Prosthetic,6,0,1.5289048348607304,1.270514906033309,F1
FuzzyFractal,Prosthetic,7,1,1.3781896696350417,1.0352780041488512,
FuzzyFractal,Prosthetic,8,1,1.428378989659627,1.1031402413287106,
FuzzyFractal,Prosthetic,9,1,1.3816467095564786,0.972913483640847,
FuzzyFractal,Prosthetic,10,0,1.4653339511539665,0.9572547435620401,F1
FuzzyFractal,Prosthetic,11,1,1.367581934118197,0.8014650079386685,
FuzzyFractal,Prosthetic,12,1,1.5530711849816867,0.7740489522324515,
FuzzyFractal,Prosthetic,13,1,1.6202775395005424,1.101136722775676,
FuzzyFractal,Prosthetic,14,1,1.4968438923622542,1.0230530241176021,
FuzzyFractal,Prosthetic,15,1,1.5713768358966282,0.935752124222089,
FuzzyFractal,Prosthetic,16,0,1.6040565397078348,0.9362441590787786,F3
FuzzyFractal,Prosthetic,17,0,1.5002423975944021,0.9852320387044684,F1
FuzzyFractal,Prosthetic,18,1,1.6320459167395243,0.8377730044073268,
FuzzyFractal,Prosthetic,19,1,1.71898999759537,1.0488266636520833,
FuzzyFractal,Prosthetic,20,1,1.4591924745089053,1.0368032456289231,
FuzzyFractal,Prosthetic,21,0,1.40683232696667,0.6876698962165977,F3
FuzzyFractal,Prosthetic,22,1,1.4724545601430121,0.7112064639078755,
FuzzyFractal,Prosthetic,23,0,1.3370827611336926,1.1961091107594846,F3
FuzzyFractal,Prosthetic,24,0,1.4675863388241293,0.8822818813301806,F1
FuzzyFractal,Prosthetic,25,0,1.5674572921436154,1.2478955161209275,F1
FuzzyFractal,Prosthetic,26,1,1.5530941232806628,1.5982116231087935,
FuzzyFractal,Prosthetic,27,0,1.548586951966503,1.5345018865898354,F2
FuzzyFractal,Prosthetic,28,0,1.5741971811178677,1.3075446501456025,F2
FuzzyFractal,Prosthetic,29,1,1.4333923526840462,1.1067951676743282,
ClassicalFractal,Fruit,0,0,1.5643706447142811,1.166203564524633,F2
ClassicalFractal,Fruit,1,1,1.431969214160571,1.30201231275178,
ClassicalFractal,Fruit,2,1,1.6014998417449091,0.6897603321349415,
ClassicalFractal,Fruit,3,1,1.618252049942449,0.6796324433198707,
ClassicalFractal,Fruit,4,1,1.6870326202485828,0.876995088597029,
ClassicalFractal,Fruit,5,0,1.6439649727142793,1.2967671928363866,F2
ClassicalFractal,Fruit,6,1,1.6420523134801943,0.7570524059505828,
ClassicalFractal,Fruit,7,0,1.681453383796625,0.8655368419577283,F1
ClassicalFractal,Fruit,8,1,1.3188413214202412,1.2587760766399276,
ClassicalFractal,Fruit,9,0,1.4264460925267,1.3836840261770929,F1
ClassicalFractal,Fruit,10,1,1.3954321291498153,0.9989121907427269,
ClassicalFractal,Fruit,11,1,1.7019735691379105,1.1504348698597053,
ClassicalFractal,Fruit,12,0,1.5718473783798985,0.4983404770086387,F3
ClassicalFractal,Fruit,13,1,1.489362660796677,0.7835246678372889,
ClassicalFractal,Fruit,14,1,1.5366683520550015,0.9447700056105407,
ClassicalFractal,Fruit,15,0,1.5584587255890385,0.9416738642129743,F3
ClassicalFractal,Fruit,16,1,1.4909198938381885,0.9688290144673047,
ClassicalFractal,Fruit,17,0,1.6265934754307563,1.3227598718575062,F1
ClassicalFractal,Fruit,18,1,1.5105065774335382,0.8691237441748302,
ClassicalFractal,Fruit,19,1,1.4535960313201444,1.2094557069158083,
ClassicalFractal,Fruit,20,0,1.5620545474873755,0.8146591203156095,F2
ClassicalFractal,Fruit,21,0,1.5070484917796843,0.8943873334649394,F2
ClassicalFractal,Fruit,22,0,1.5437093038048888,0.9731926107817289,F2
ClassicalFractal,Fruit,23,1,1.3632630839647906,1.2490164740328977,
ClassicalFractal,Fruit,24,1,1.4862634392101903,1.2242752396839633,
ClassicalFractal,Fruit,25,1,1.293055086415877,1.1584405923663763,
ClassicalFractal,Fruit,26,1,1.5091280815464974,0.6644383215847176,
ClassicalFractal,Fruit,27,1,1.4618976773204948,1.0015155511347698,
ClassicalFractal,Fruit,28,0,1.5291115226751353,1.24933478552389,F1
ClassicalFractal,Fruit,29,1,1.580644922565341,1.4055124321560102,
